word,polarity
좇다,0
좋거나,2
좋거나 아름답다고,2
좋거나 훌륭하다,2
좋게,2
좋게 고치기,2
좋게 고치다,2
좋게 꼴로,2
좋게 나서서,2
좋게 나아가다,2
좋게 되다,2
좋게 만들다,2
좋게 만들어지다,2
좋게 발전할,2
좋게 생각하여,2
좋게 여기는,2
좋게 여기다,2
좋게 여김,2
좋게 탐스러운,2
좋게 탐스럽다,2
좋게 퍼져서,2
좋게 평가하여,2
좋게 하다,2
좋고,2
좋고 굉장하게,2
좋고 옳은,2
좋다,2
좋다고,2
좋다고 판단하여,2
좋도록 주선하는,2
좋도록 주선하다,2
좋아,2
좋아 보이거나,2
좋아서,2
좋아서 탐스러운,2
좋아지내다,2
좋아지다,2
좋아하거나,2
좋아하거나 즐기다,2
좋아하고,2
좋아하는,2
좋아하는 것,2
좋아하는 기운,2
좋아하는 대상,2
좋아하는 마음,2
좋아하는 마음이,2
좋아하다,2
좋아하여,2
좋아하여 애착을,2
좋아함,2
좋아해,2
좋으면,2
좋은,2
좋은 결과나,2
좋은 경치,2
좋은 경치를,2
좋은 곳,2
좋은 곳을,2
좋은 과보,2
좋은 기회나,2
좋은 기회를,2
좋은 길로,2
좋은 내용을,2
좋은 냄새와,2
좋은 느낌,2
좋은 느낌을,2
좋은 대책과,2
좋은 대책을,2
좋은 데가,2
좋은 말글,2
좋은 맛,2
좋은 반응이,2
좋은 복장,2
좋은 사람,2
좋은 산과,2
좋은 상태로,2
좋은 생각이,2
좋은 석탄을,2
좋은 성과를,2
좋은 시절,2
좋은 옷을,2
좋은 운수,2
좋은 운수를,2
좋은 유전,2
좋은 음식,2
좋은 음식을,2
좋은 일,2
좋은 일을,2
좋은 일이,2
좋은 점이나,2
좋은 특성,2
좋은 풍채,2
좋은 풍채를,2
좋은 향기가,2
좋은 황금을,2
좋은가봉가,1
좋은일하기운동,2
좋을,2
좋을 정도라서,2
좋을 정도로,2
좋음,2
좋음을,2
좋음을 이르는,2
좋지 못하여,-2
좋지 못한,-2
좋지 못한 상황에,-2
좋지 아니하거나,-2
좋지 아니하게,-2
좋지 아니하다,-2
좋지 아니한,-2
좋지 않거나,-2
좋지 않게,-2
좋지 않다,-2
좋지 않아서,-2
좋지 않은,-2
좌빨,-1
좌욕,-2
좌절,-2
좌절하다,-2
좌좀,-1
죄,-2
죄 있는,-2
죄가,-2
죄가 될,-2
죄가 없음을,1
죄가 있는,-2
죄과나 잘못에,-2
죄를,-2
죄를 고백하고,1
죄를 다시,-1
죄를 도리어,-2
죄를 저지르다,-2
죄를 저지름,-2
죄를 주던,-2
죄를 지어,-2
죄를 지은,-2
죄를 짓거나,-2
죄범,-2
죄송히,-1
죄수,-2
죄스러울,-2
죄스러울 정도로,-2
죄스럽다,-2
죄악 망상,-2
죄악감,-2
죄악관영,-2
죄악관영하다,-2
죄악만을,-2
죄악만을 남긴,-2
죄악만을 남긴 악정,-2
죄악사,-2
죄악상,-2
죄악스럽다,-2
죄악스레,-2
죄악시,-2
죄악시되다,-2
죄악시하다,-2
죄악에,-2
죄악에 차,-2
죄악으로,-2
죄악으로 가득,-2
죄악으로 가득 차,-2
죄악으로 보거나,-2
죄악으로 여겨지다,-2
죄악을,-2
죄악을 지어,-2
죄악이,-2
죄악이 되는,-2
죄악이라고,-2
죄악이라고 느끼는,-2
죄어 오그라들다,-1
죄어들거나,-1
죄어들다,-1
죄어서,-1
죄어서 몰아치다,-1
죄어치다,-1
죄업,-2
죄업 망상,-2
죄에,-2
죄에 빠지게,-2
죄의 앙갚음으로,-2
죄의식,-2
죄이거나,-1
죄이거나 타들어,-1
죄인의,-2
죄인의 머리를,-2
죄인이,-2
죄인임을 반성하고,1
죄지은,-2
죄지은 듯하여,-2
주견이 없이,-1
주눅 들게,-1
주눅이 들다,-1
주로 잘못하다가는,-1
주로 잘못하면,-1
주름이 쭈글쭈글,-1
주무르기 좋게,2
주색에 빠져,-1
주의하게,-1
주의하게 함,-1
주의하지 아니하고,-1
주작,-1
주저앉거나,-1
주저앉거나 자빠지는,-1
주저앉다,-1
주저주저하거나,-1
주저주저하는,-1
주저주저하는 모양,-1
주저주저하다,-1
주저하는,-1
주저하는 모양,-1
주저하다,-1
주저하며 머뭇거리다,-1
주제넘게,-1
주제넘고,-2
주제넘고 건방지다,-2
주제넘다,-2
주책없는,-2
주책없는 짓이나,-2
주책없다,-1
주책없이,-2
주책없이 능청맞고,-1
주책없이 달랑거리며,-1
주체스럽게,-2
주춤,-1
주춤거리다,-1
주춤대다,-1
주춤병,-1
주춤주춤,-1
죽게,-1
죽게 된다,-1
죽게 될,-1
죽게 하다,-1
죽고 싶다,-2
죽기로,-1
죽기로 결심하고,-1
죽기를 바라는,-1
죽기만을,-1
죽기만을 기다린다는,-1
죽는,-1
죽는 일,-1
죽는 일이,-1
죽는 현상,-1
죽는다는 뜻으로,-1
죽다,-1
죽어서,-1
죽었을,-1
죽었을 때의,-1
죽여서,-1
죽여서 묻음,-1
죽은,-1
죽은 모양,-1
죽은 상태이다,-1
죽은 피,-1
죽을맛,-1
죽음,-1
죽음에,-1
죽음에 이르게,-1
죽음을,-1
죽음을 이르는,-1
죽음의,-2
죽이는,-1
죽이는 일,-1
죽이는 짓을,-2
죽이다,-1
죽임,-2
죽임을,-1
죽임을 당하거나,-1
죽임을 당하다,-2
줄 만하다,0
줄어들거나,-1
줄어들거나 닳아,-1
줏대 없이,-2
중간에서 어그러뜨리다,-1
중간에서 화해하거나,0
중단하다,-1
중대한,1
중대한 태도로,1
중독,-1
중병이,-2
중병이 재발하거나,-2
중상,-2
중생을 구제하기,1
중생을 이롭게,2
중심을 잃고,-1
중얼거리는,-1
중얼거리는 모양,-1
중요하게,1
중요하게 여겨,2
중요하고,1
중요하다,1
중요한,1
중요한 대목,2
중요한 물건이나,1
중풍,-2
중풍과,-1
중풍으로,-2
중한 병,-2
중한 병을,-2
중히 여기는,2
즐거운,2
즐거운 감정,2
즐거운 감정을,2
즐거운 느낌이나,2
즐거운 일,2
즐거운 일을,2
즐거운 표정으로,2
즐거움,2
즐거움과,2
즐거움과 만족을,2
즐거움과 행복을,2
즐거움을,2
즐거움을 나누다,2
즐거움을 주는,2
즐거움이,2
즐거움이 큼을,2
즐거워,2
즐거워하다,2
즐거워하지 아니하다,-2
즐거워하지 아니함,-2
즐거워한다는,2
즐거워한다는 뜻으로,2
즐거워함,2
즐거음을 주는,2
즐겁게,2
즐겁게 누리거나,2
즐겁게 여기다,2
즐겁게 웃는,2
즐겁게 지내다,2
즐겁게 하거나,2
즐겁게 하는,2
즐겁게 하다,2
즐겁게 함,2
즐겁고,2
즐겁고 기쁘게,2
즐겁고 기쁘다,2
즐겁고 기쁜,2
즐겁고 상쾌하게,2
즐겁고 상쾌한,2
즐겁고 시원하여,2
즐겁고 유쾌한,2
즐겁고 좋은,2
즐겁고 평화로움,2
즐겁다,2
즐겨,2
즐겨 부를,2
즐기고,2
즐기기,2
즐기기 위하여,2
즐기는,2
즐기는 마음,2
즐기는 사람,2
즐기는 생활,2
즐기는 성향이,2
즐기는 자리,2
즐기다,2
즐기며,2
즐기며 놀리거나,2
즐김,2
증상을 치료하는,1
증세가 나빠지도록,-2
증오,-2
증오감,-2
증오심,-2
증오하다,-2
증오해,-2
지겨워하다,-2
지겹게,-2
지겹게 여기다,-2
지겹다,-2
지겹도록,-2
지경,-1
지극한 정성으로,2
지극한 효자나,1
지극할 정도로,1
지근대다,-1
지긋지긋하고,-1
지긋지긋하고 진절머리,-1
지껄이는,-1
지껄이는 말을,-1
지껄이는 모양,-1
지껄이는 소리,-1
지껄이다,-1
지껄이며,-1
지나치거나,-1
지나치게,-1
지나치게 더럽고,-2
지나치게 똑똑하다,1
지나치게 민감하다,-1
지나치게 벗어나다,-1
지나치게 손상되어,-2
지나치게 시기하다,-2
지나치게 시기함,-2
지나치게 심하다,-1
지나치게 탐하는,-1
지나치다,-1
지나친,-2
지나친 데가,-1
지나친 성생활,-2
지능이 부족하여,-1
지다,-1
지독하다,-2
지독한,-1
지루,-1
지루하게,-1
지루하고,-1
지루하고 싫다,-1
지루하다,-1
지루하여,-1
지루한,-1
지루한 시합이나,-1
지루해져서,-1
지르는 고함,-1
지못미,-1
지방의 불량배가,-1
지속되지 아니하고,-1
지식과 경험을,1
지식이 많고,1
지옥,-2
지위가 낮아지거나,-1
지위가 낮은,-1
지위가 높고,1
지위를 얻지 못하다,-2
지위를 얻지 못함,-2
지위를 잃다,-2
지저분하게,-2
지저분하게 널려,-2
지저분하게 늘어져,-2
지저분하고,-2
지저분하고 더럽다,-2
지저분하다,-2
지저분한,-2
지저분한 모양,-2
지저분함이 없이,1
지적이고,1
지적이다,2
지적인,2
지지,-1
지지 아니하고,1
지쳐,-1
지쳐 있음을,-1
지쳐 피곤하다,-1
지쳐 피곤함,-1
지쳐 힘들다,-1
지쳐서,-1
지치거나,-1
지치고,-1
지친,-1
지켜야 할 도리,1
지켜지지 않고,-1
지키지 못하고,-1
지키지 못하여,-1
지키지 않고,-1
지키지 않은,-1
지혜,2
지혜가,2
지혜가 계발되고,1
지혜가 뛰어나다,2
지혜가 뛰어남,2
지혜가 많은,2
지혜가 밝다,2
지혜로,2
지혜로부터,2
지혜로써,2
지혜로우며,1
지혜로우며 점잖은,1
지혜로운,1
지혜롭고,2
지혜롭고 밝은,2
지혜롭다,2
지혜를,2
지혜를 성취함,2
지혜를 아울러,2
지혜를 얻어,2
지혜와,2
지혜의,2
지혜의 힘,2
지혜이다,2
진국이다,2
진귀하고,2
진귀하고 맛있는,2
진득하기 못하게,-1
진득하지 못하게,-1
진득하지 못하다,-1
진리,1
진리를,1
진리를 깨닫고자,1
진리를 깨닫는,1
진리를 깨달아,2
진리를 깨달은,1
진리를 밝힘,1
진리를 증득,1
진리와,1
진리와 아름다움,2
진물,-1
진물 따위가,-1
진물이,-1
진물이 괴어,-1
진물이 나오면서,-1
진물이 나와,-1
진물이 많이 나오면서,-1
진실,1
진실된,1
진실을,1
진실하고,1
진실하고 올바른,1
진실하여,1
진실한,1
진실한 가르침,1
진실한 도리,1
진실한 마음으로,1
진실한 의의,1
진저리,-2
진저리가,-2
진저리가 나도록,-2
진저리가 날,-2
진절머리,-2
진절머리 나는,-2
진정되어,1
진정하다,1
진중하지 못한,-1
진지충,-1
진집을,-1
진집을 내는,-1
진집을 내다,-1
진취적,1
진취적이다,2
진취적인,1
진행되는 병,-1
질겁,-1
질겁하다,-1
질기다,0
질리다,-1
질림,-1
질병,-2
질병을,-1
질병을 앓을,-2
질병이,-2
질병이 남아,-2
질색,-2
질색하다,-2
질서 없이,-2
질서가 없는,-1
질서가 없다,-1
질식시키거나,-1
질이 나쁘고,-2
질질 끌다,-1
질질 울고,-1
질질거리다,-1
질투,-1
질투로,-1
질투심,-1
질투하다,-1
질환,-2
질환의,-1
질환의 하나,-1
짐,-1
짐승을 죽이다,-1
집도 없음을,-1
집이 허술하여서,-1
집적거려,-2
집적거리거나,-2
집적집적,-2
집적집적하다,-2
집착을 버린,1
짓궂게,-2
짓궂게 굴거나,-2
짓궂게 굴다,-2
짓궂다,-2
짓궂은,-2
짓궂은 말이나,-2
짓궃게,-2
짓궃게 구는,-2
짓궃게 굴거나,-2
짓궃게 빈정거리는,-2
짓궃게 빈정거리다,-2
짓궃고,-2
짓궃고 밉살스럽게,-2
짓궃은,-2
짓궃은 데가,-2
짓궃은 말이나,-2
짓눌러,-1
짓눌러서,-1
짓무르고,-1
짓무르다,-1
짓물러,-1
짓물러 아픈,-1
짓밟는,-1
짓밟는 모양,-1
짓밟다,-1
징그러운,-1
징그러울,-1
징그러울 때,-1
징그럽다,-1
징얼거리다,-1
징얼징얼,-1
징얼징얼하다,-1
징징거리다,-1
징징대다,-1
징징하다,-1
짖궂게,-2
짖궂게 건드리는,-2
짖궂게 건드리다,-2
짖궂게 달라붙어,-2
짖궂게 빈정거리는,-2
짖궂게 빈정거리다,-2
짖궂은,-2
짖궂은 데가,-2
짖궂은 말이나,-2
짖궂은 행동이나,-2
ㅉㅉ,-1
짜그라트리다,-1
짜르르대다,-1
짜릿하다,1
짜이지 못하고,-1
짜증,-2
짜증나는,-2
짜증나다,-1
짜증난,-2
짜증내다,-2
짜증니 나는,-2
짜증스럽다,-2
짜증을,-2
짜증을 내는,-2
짜증을 내다,-2
짜증을 내며,-2
짜증이,-2
짜증이 나거나,-2
짜증이 나는,-2
짜증이 날 때,-2
짜지다,-1
짝남,1
짝녀,-1
짤뚜룩대다,-1
짧다,-1
짭짭대다,-1
쩔쩔매거나,-2
쩔쩔매는,-2
쩔쩔매는 모양,-2
쩔쩔맴을,-2
쩝쩝대다,-2
쪼들려서,-1
쪼들리게,-2
쪼들리게 살림을,-2
쪼들린,-2
쪼들린 탓으로,-2
쭈그러들게,-1
쭈그러들게 되다,-1
쭈그러들다,-1
쭈그러듦,-1
쭈그러져,-1
쭈그러져 볼품없이,-2
쭈그러져 작아지다,-1
쭈그렁이,-1
쭈글쭈글한,-1
쭈글쭈글한 늙은이를,-1
찌그러져,-1
찌그러트리다,-1
찌꺼기,-1
찌꺼기 따위가,-1
찌들고,-1
찌르듯이,-1
찌푸리는,-1
찌푸리는 모양,-1
찐따,-1
찔찔대다,-1
찝쩍대다,-2
찝찝하다,-2
찡그리다,-1
찡찡대다,-1
찡찡이,-1
찡찡한,-1
찡찡한 사람을,-1
찢어져,-1
찢어져 어지럽게,-1
찢어진,-1
찢어진 곳을,-1
ㅊㅋ,1
차가운 듯하다,-1
차가움을,-1
차가움을 느낄,-1
차거나 싫은,-1
차도남,1
차도녀,1
차리지 못하고,-1
차마,-1
차별 없이,1
차분하지 못하고,-1
차분하지 못하여,-1
차분하지 않은,-1
차지 아니하여,-1
차지 아니하여서,-1
차지 않아,-1
착실하다,2
착실하지 못하게,-2
착실하지 못하고,-2
착실하지 못하다,-2
착실하지 못하며,-2
착실하지 못하여,-2
착실하지 않아,-2
착실한,2
착실한 맛,1
착잡하거나,-2
착잡하거나 언짢은,-2
착착 달라붙을,1
착취하여,-1
착하고,2
착하고 평등한,1
착하고 훌륭한,2
착하다,2
착하여,2
착하여 도덕적,2
착하지 못함을,-2
착하지 않음을,-1
착한,2
착한 마음을,2
착한 벗이,2
착한 사람을,2
착한 체함을,-1
착한 행실을,2
착함을 좋아하는,2
찬 기운과,-1
찬 느낌이,-1
찬 태도로,-1
찬란하거나,2
찬란하거나 화려하다,2
찬란하거나 화려함,2
찬란하다,2
찬미하는,2
찬미하는 노래,2
찬미한,2
찬미한 글,2
찬사,1
찬양,2
찬양하는,2
찬양하는 뜻으로,2
찬양하다,2
찬양함,2
찬찬하고,1
찬찬하다,1
찬찬하며,1
찬찬하며 실하게,1
찬찬하지 못하거나,-1
찬찬하지 못하고,-1
찬찬한,1
찬찬한 모양,1
찬칭하다,2
찬탄하고,2
찬탄하는,2
찬탄하는 노래,2
찬탄하는 의미로,2
찬탄하여,2
찬탄한,2
찬탄한 글,2
찬한 사람의,2
참거나,-1
참견하는,-1
참견하는 모양,-1
참견하는 짓을,-1
참견하다,-1
참견하여,-1
참견하여 나서다,-1
참고 견디다,1
참기 어려울,-1
참다못한,-1
참다못해,-1
참다운,2
참다운 경지,2
참다운 지혜로,2
참담하다,-1
참담한,-2
참담한 형편이나,-2
참답게,2
참되고,2
참되고 성실한,2
참되고 순결한,2
참되고 올바르다,2
참되고 지극할,2
참되고 착실하다,2
참된,2
참된 가르침,2
참된 도리,2
참된 뜻에,2
참된 마음,2
참된 모습을,2
참된 인간,2
참된 증거,2
참된 지혜로부터,2
참신하다,1
참신한,2
참실하다,2
참으로,1
참으로 진짜,1
참을 수 없다,-1
참을 수가 없어서,-1
참을성이 없어,-1
참지 못하고,-1
참형에,-2
참형에 처한,-2
참혹하게,-2
참혹하기,-2
참혹하기 짝이 없고,-2
참혹하다,-2
참혹하여,-2
참혹한,-2
참혹한 모습이나,-2
참혹함을,-2
참혹함을 느끼어,-2
참회의 공덕으로,1
창녀,-2
창렬,-1
창렬스러운,-1
창렬이네,-1
창백한,-1
창백한 얼굴을,-1
창의적,1
창의적이다,2
창의적인,1
창조성이 없이,-1
창조적인,1
창피,-2
창피스럽다,-2
창피스레,-2
창피하게,-2
창피하게 생각하여,-2
창피하다,-2
창피하여,-2
창피한,-2
창피한 느낌,-2
창황하다,-2
채신없이,-2
채신없이 거볍게,-1
채신없이 행동하는,-2
채신없이 행동하다,-2
책망,-2
책망하거나,-2
책망하다,-2
책망함,-2
책임 죄를,-1
책임감,1
책임감 있는,2
책임감있는,1
책임을 회피하려고,-1
책임지고,1
처량하고,-2
처량하고 슬프게,-2
처량하고 슬프다,-2
처량히,-2
처리를 못하고,-2
처리하기 어려움,-2
처리하기 어려워서,-2
처리하기 어렵다,-2
처리하는 재주,1
처리하지 못하고,-2
처리하지 않고,-1
처벌을,-2
처벌하여,-2
처연하다,-2
처지가 나빠지다,-2
처지가 안되고,-2
처지는,-1
처지는 모양,-1
처참하게,-2
처참하다,-2
처참히,-1
천박,-2
천박하게,-2
천박하게 까무스름하다,-2
천박하고,-2
천박하고 못된,-2
천박하다,-1
천박한,-1
천사,1
천식,-1
천식 따위로,-1
천진하게,1
천진하게 웃는,1
천천히 부자연스럽게,-1
천하고,-1
천하다,-1
천하의 폭군을,-1
천한,-1
천한 사람,-1
천한 사람을,-1
천한 사람이나,-2
천한 일을,-1
철없는,-1
철없는 아이가,-1
철저하고,1
철저하고 바르다,1
철저하다,1
철저하지 못하게,-2
철저하지 못하다,-2
철컹철컹,-1
청결하다,2
청결한,2
청정하며,1
체면이 깍이는,-2
체면이 깎이는,-2
체면이 깎일,-2
체하며 시치미를,-1
체하여,-1
체한 채로,-1
쳐들어가거나,-1
쳐들어오다,-1
쳐들어옴,-1
쳐부수는,-1
쳐부수는 일,-1
초라하고,-2
초라하고 가엾게,-2
초라하다,-2
초라한,-2
초라한 데가,-2
초라한 집을,-2
초상이,-2
초상이 나다,-2
초월,1
초월한,1
초조,-1
초조하고,-1
초조하고 불안하다,-1
초조하고 불안하여,-1
초조하고 안타깝다,-1
초조하다,-1
초조한,-1
초조한 모양,-1
초조해지고,-1
촌스러운,-1
촌스럽고,-1
촌스럽다,-1
촐랑거리며,-1
촐싹대다,-1
총명하고,2
최고,2
최고 품질,2
최고급,2
최고의,2
최고의 경지에,2
최고의 아름다움,2
최상,1
최상급,2
최상의,2
최상의 것,2
최악,-2
최악의,-2
최저가,1
최적의,1
최적화,1
최적화하다,1
최절,-1
최좌,-2
추궁을,-1
추근대다,-2
추악해지다,-2
추운,-1
추운 듯하다,-1
추워서,-1
추워서 갑자기,-1
추위,-1
추잡하다,-2
추잡한,-2
추잡한 데가,-2
추저분하게,-2
추저분하다,-2
추저분한,-2
추진하다,1
추천하다,1
추하고,-2
추하다,-2
축 늘어져,-1
축 처지거나,-1
축냄,-1
축복,2
축복받다,1
축복하다,2
축하,2
축하하거나,2
축하하거나 기리는,2
축하하거나 찬양하는,2
축하하다,1
축하함,2
출려,2
출세시켜,2
출세시켜 준,2
출세하여,2
출혈,-1
출혈 때에,-1
출혈이 심하여,-1
출혈하기 쉬운,-1
춤을,1
춤을 추다,1
춥거나,-1
춥거나 무섭거나,-1
춥지 아니하고,1
충격,-1
충격 따위가,-1
충격으로,-1
충격을,-1
충격을 받아,-1
충격을 받아서,-1
충격을 받았을,-1
충격이 커서,-1
충공깽,-1
충동적,-1
충분하게,1
충분하고,1
충분하고 넉넉하게,1
충분하다,1
충분하지 못하다,-2
충분하지 아니하다,-2
충분한 만족,1
충분한 만족과,1
충분해서,1
